date,USDCOP,SPX,USTTEN,XAU,EEM
2017-06-28,0.0029901168,0.008053588,0.5870657,0.057131305,0.0035217712
2017-07-05,2.6217205e-05,0.0038343319,0.54810226,0.010205287,0.0007830761
2017-07-12,0.0015304347,0.0006395132,0.58596313,0.023850387,0.0059617553
2017-07-19,0.0016943242,0.9948776,0.40197143,0.013263462,0.004176586
2017-07-26,0.0028269726,0.9915514,0.5414196,0.03693085,0.01427796
2017-08-02,0.006857728,0.99947137,0.44818956,0.02979803,0.032282513
2017-08-09,0.016186006,0.99476296,0.233864,0.023795603,0.0058910404
2017-08-16,0.007187416,0.010399045,0.2719251,0.043555267,0.0033947274
2017-08-23,8.779587e-05,0.002421242,0.5491425,0.07637353,0.028574528
2017-08-30,0.0020932318,0.011048434,0.5940946,0.95754373,0.9946396
2017-09-06,0.9815694,0.016597178,0.6014701,0.9765255,0.029105011
2017-09-13,0.9967801,0.0091272285,0.6116535,0.97110164,0.0033628852
2017-09-20,0.9881501,0.0034150032,0.6345511,0.97077215,0.03635999
2017-09-27,0.99361634,0.0011238947,0.6130315,0.96055704,0.025008796
2017-10-04,0.9985304,0.00021378703,0.6504148,0.99140054,0.027580805
2017-10-11,0.9979315,0.013114783,0.5987714,0.93006533,0.013276323
2017-10-18,0.9997868,0.00095246534,0.5263893,0.98670536,0.9691152
2017-10-25,0.0038297358,0.002555606,0.5409898,0.06533347,0.015962753
2017-11-01,0.005125489,0.0014089396,0.6297475,0.043295637,0.013075454
2017-11-08,0.010134133,0.0006258275,0.4417954,0.9911772,0.96471626
2017-11-15,0.004327874,0.0010678819,0.7312086,0.9547841,0.015411103
2017-11-22,0.017123645,0.005191882,0.6707177,0.9794384,0.98826724
2017-11-29,0.0068780817,0.0077469368,0.6989928,0.025221867,0.967601
2017-12-06,0.006497085,0.0051494753,0.72166836,0.036096923,0.014863237
2017-12-13,0.00012427583,0.0036545973,0.70090306,0.08993233,0.025760027
2017-12-20,0.006007635,0.008237894,0.65880054,0.034819786,0.027372286
2017-12-27,0.0007104973,0.0021712997,0.63104147,0.012594077,0.022655798
2018-01-03,0.035983827,0.004239,0.645892,0.016295124,0.0051628356
2018-01-10,0.013003606,0.9979494,0.58957374,0.04071481,0.9631189
2018-01-17,0.99414706,0.99305797,0.6950584,0.06797029,0.9827031
2018-01-24,0.9969913,0.99311477,0.61393017,0.9761481,0.9847956
2018-01-31,0.99433976,0.99465984,0.6333527,0.9593611,0.9805642
2018-02-07,0.996378,0.0013685556,0.5453938,0.011965534,0.07290066
2018-02-14,0.0013645055,0.0031652763,0.26234984,0.9734404,0.02943312
2018-02-21,0.0094294725,0.0057639396,0.23067911,0.071502574,0.026861688
2018-02-28,0.022215575,0.9892343,0.36897007,0.048859097,0.98072493
2018-03-07,0.004106178,0.99548894,0.25814837,0.007032463,0.97810864
2018-03-14,0.027769038,0.99418074,0.23993781,0.01989009,0.99025553
2018-03-21,0.012314495,0.9906234,0.24566409,0.070343345,0.99510103
2018-03-28,0.97973585,9.870338e-06,0.6531976,0.9514341,0.9816088
2018-04-04,0.9998184,0.9986437,0.46073118,0.9721967,0.997815
2018-04-11,0.99445456,0.00017434223,0.5674496,0.97795725,0.9699996
2018-04-18,0.9864725,0.0001327701,0.6083155,0.9753146,0.994766
2018-04-25,0.9930442,0.00015518097,0.40863785,0.93831635,0.003999598
2018-05-02,0.990969,1.8655499e-05,0.28167254,0.9316521,0.9613245
2018-05-09,0.0075569297,0.00011269535,0.3310105,0.9778216,0.03662031
2018-05-16,0.0025349667,8.7095665e-05,0.51337147,0.11371692,0.98525363
2018-05-23,0.9752788,0.0034114996,0.55555636,0.93902576,0.988665
2018-05-30,0.9839909,0.99950385,0.50239307,0.9679881,0.97078
2018-06-06,0.993792,0.99981064,0.19741954,0.9758832,0.984821
2018-06-13,0.9902114,0.9987219,0.22257075,0.9485107,0.9739293
2018-06-20,0.024321001,0.0032654763,0.26547077,0.9723451,0.9501503
2018-06-27,0.0039930707,0.0006040694,0.7078568,0.97662467,0.007322252
2018-07-11,0.988369,0.0013250659,0.6627909,0.955355,0.0022600978
2018-07-18,0.9963322,0.0050394977,0.35612053,0.9880028,0.97791046
2018-07-25,0.9978015,0.00040085078,0.45226657,0.9839041,0.9363545
2018-08-01,0.99175006,0.012232083,0.38776016,0.9247776,0.996834
2018-08-08,0.9733791,0.0013049528,0.43414608,0.9591371,0.99039584
2018-08-15,0.03640546,0.018868549,0.7464981,0.039056588,0.96173805
2018-08-22,0.9997161,0.008422693,0.71878463,0.048828404,0.9822254
2018-08-29,0.008787303,0.99734914,0.5424689,0.938278,0.9603518
2018-09-05,0.0018889991,0.0117795905,0.4875983,0.026758669,0.019020313
2018-09-12,0.9884433,0.9978695,0.66162914,0.9909733,0.9483087
2018-09-19,0.99689317,0.9921828,0.6852838,0.02045438,0.99214995
2018-09-26,0.987007,0.9935561,0.59358066,0.009746781,0.96079326
2018-10-03,0.99306834,0.9995408,0.3987273,0.0032540392,0.9652052
2018-10-10,0.99619895,0.00022508195,0.53216565,0.058581203,0.04489499
2018-10-17,0.9977469,0.9986634,0.2625246,0.9469181,0.9880178
2018-10-24,0.9864167,0.99795866,0.262583,0.9751315,0.0064068954
2018-10-31,0.9914521,0.033876136,0.29770994,0.0015614236,0.026189312
2018-11-07,0.9962022,0.9974292,0.21461035,0.008009129,0.98399967
2018-11-14,0.0079911845,0.99588144,0.21405919,0.046460174,0.050578173
2018-11-21,0.98882574,0.99148893,0.3508106,0.060294565,0.97625536
2018-11-28,0.99271303,0.9909128,0.301732,0.047054544,0.98941374
