date,SPX,EEM,XAU,USTTEN,USDCOP
2011-02-14,0.046433525068207825,-0.05777007206441326,-0.038195510834717984,-0.021114877498974737,0.007020335225050606
2011-02-15,0.04450721275963541,-0.06035303204464679,-0.004828734853102971,-0.020181373707433815,0.01185198309996327
2011-02-16,0.04575060727193793,-0.04954771244747416,-0.0028045821684833045,-0.010126271497208449,0.019701562211867384
2011-02-17,0.05094664719456173,-0.03532352520172566,0.009086880833039854,-0.01219421932656861,0.015858988267474075
2011-02-18,0.05471605764972309,-0.020094733447091125,0.014821635837608142,-0.01847747961063795,0.006955401028340318
2011-02-21,0.05609333283054287,-0.009670216111206982,0.022098837595123176,-0.02240013051086297,0.006942382945006983
2011-02-22,0.031640560131532346,-0.05268091027967142,0.012629990380492053,-0.006824167950492824,0.021505521807047137
2011-02-23,0.016534911063877004,-0.0717747620722316,0.01696033567712042,-0.00732228484191643,0.02280230428513937
2011-02-24,0.017252325692371104,-0.06059846605889733,0.020935403303164637,-0.00982498650712397,0.021685170897512873
2011-02-25,0.020390125960285044,-0.05158982335346441,0.03520652156955374,-0.004813863143813047,0.022620928002097442
2011-02-28,0.02593583168481981,-0.045675886502535824,0.03586469909816635,-0.005525232682111822,0.023266220898422733
2011-03-01,0.008695539827096881,-0.054531646320421734,0.04643696530933775,0.00040504361019755465,0.036029292293978936
2011-03-02,0.02047663385013992,-0.03318296530007836,0.04603809847150587,-0.008211635231395922,0.04297283477026523
2011-03-03,0.03884481741049437,-0.0025047309852061065,0.050428296429229934,-0.006216379687905769,0.03204654312866078
2011-03-04,0.029028722874247764,0.008888947417246214,0.06367094273740542,-0.004515974357182888,0.031000380869325363
2011-03-07,0.014833199680874728,-0.012945686126408522,0.07062523150766944,-0.00632702080115217,0.026899538390846835
2011-03-08,0.023453045875453177,0.006530023739156426,0.06988657776914683,-0.015441369027160411,0.019248409396729796
2011-03-09,0.01788587268528207,-0.00042589438463177534,0.06106155108453854,-0.0017905565906337633,0.010897409007714612
2011-03-10,-0.003414722066254216,-0.027066716732997834,0.07218273150959867,0.004879472984456663,0.007729073119613754
2011-03-11,0.021654557271652813,0.01532429287639223,0.05873683404104639,-0.004130988135676473,0.004077703904964828
2011-03-14,0.00795354452760548,0.01063955319353743,0.06798286695166687,0.0036765463492395402,0.010851050080987499
2011-03-15,-0.019865798939444273,-0.030072574438583997,0.039682236848961765,0.01370870098839378,0.02454979361254412
2011-03-16,-0.03682700971758845,-0.043222697968267484,0.046660599104176304,0.027644522605041515,0.022939683544782923
2011-03-17,-0.025877041084271114,-0.029677063373011212,0.03586833437122027,0.026538688211905886,0.012593897881546988
2011-03-18,-0.0244483390260302,-0.02763796421739311,0.050330586984383405,0.03262191422123948,0.0053295514170362155
2011-03-21,-0.015794446996413105,-0.009983084825999845,0.05507550288970175,0.027180843489158724,0.0066866437777547
2011-03-22,-0.02352744161634158,-0.007326040092072786,0.04576291982611397,0.036171767547496146,-0.005688697890938605
